"","ast_cnt","repeat_string","date","total_pop","filename","name","451.353","590","451.2","6-501.12","451.13","500","451.404","480","6-501.14","451.126","205","4-501.11","3-302.11","451","6-501.16","451.321","451.14","451.35","451.103","451.104","451.344","5-205.15","4-903.11","451.117","5-202.12","6-501.11","7-206.12","520","451.36","3-501.16","6-202.15","6-501.111","3-305.11","3-701.11","3-304.12","6-404.11","5-203.14","4-602.12","4-601.11","2-401.11","4-204.112","5-205.11","205.103","4-901.11","451.11","480.425","4-502.13","590.009","6-501.114","6-201.11","4-501.114","6-201.16","451.121","451.124","480.5","451.000.","451.34","520.119","451.322","451.141","5-202.13","451.32","451.341","451.102","451.101","4-602.11","4-501.15","6-301.12","6-403.11","451.114","4-204.115","451.351","4-302.14","4-501.112","5-501.114","6-101.11","3-302.12","4-101.16","7-101.11","6-301.11","451.109","6-301.20","5-501.16","4-502.11","6-202.11","4-903.12","2-402.11","3-305.12","451.331","3-304.14","590.003","5-501.110","451.346","7-102.11","4-602.13","480.4","451.37","451.38","451.33","451.383","5-501.113","451.345","5-501.115","6-501.112","4-701.10","451.111","3-501.15","3-202.15","451.371","451.153","451.125","4-102.11","451.113","451.374","4-904.11","6.5","6-301.14","3.5","4-202.11","451.343","480.1","590.011","2-301.14","3-501.18","6-305.11","4-202.16","5-501.116","109","4-201.11","451.119","451.122","451.12","4-501.116","451.128","5-250.15","6-303.11","2-304.11","4-904.13","480.3","451.405","4-501.12","3-301.11","5-501.15","2-102.11","480.2","4-202.15","4-501.13","4-101.111","7-201.11","3-101.11","3.302.11","6-501.15","5-502.11","6-201.17","480.55","3-304.15","4-501.16","4-501.18","7-3.","480.000.","4-301.12","5-204.11","2-103.11","4-501.14","4-601.12","6-304.11","451.218","4-402.12","6-202.12","4-501.17","90.6","480.1.1","4-702.11","3-13.","450.35","1.1","450.353","3-306.11","451.35.1",".480.500","451.13.1","590.1","500.1","451.1","205.1","480.6","451.2.1","451.32.1","451.35.2","451.11.1","451.36.1","3-501.17","451.33.1","451.34.1","480.5.1","451.14.1","3-501.11","451.37.1","451.123","cmr_total","fc_total","total_violations","facility","report_date","facility_type","over_cap","new_date","year","capacity","perc_overcap"
"196",139,147,"6/13/2017 17:03",762,"mci-cedar-junction-report-06-17.docx","facility inspection  mci cedar junction walpole ma  may 15 16 and 17 2017",119,16,14,9,5,NA,1,1,NA,NA,1,3,NA,1,1,NA,1,13,8,NA,1,2,NA,NA,NA,2,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,327,21,348,"cedar junction","","prison","129",2017-06-13,2017,633,"20.38"
"197",357,NA,"4/1/2020 2:43",785,"mci-cedar-junction-report-11-2012_conv.docx","mci cedar junction facility inspection report11012012",139,2,NA,12,32,NA,1,1,1,7,1,2,8,1,1,NA,5,195,10,NA,4,3,18,NA,1,9,NA,NA,NA,NA,1,1,8,1,3,NA,NA,20,16,NA,6,1,NA,NA,8,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,NA,NA,4,NA,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181,724,128,852,"cedar junction","","prison","152",2020-04-01,2020,633,"24.01"
"198",218,225,"12/9/2014 18:57",760,"mci-cedar-junction-report-12-14.docx","mci cedar junction",145,2,NA,6,3,NA,1,1,NA,7,1,3,2,1,NA,NA,1,44,7,NA,3,NA,3,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,1,1,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,391,35,426,"cedar junction","","prison","127",2014-12-09,2014,633,"20.06"
"199",117,142,"1/11/2017 17:34",749,"mci-cedar-junction-report-12-16.docx","facility inspection  mci cedar junction walpole  december 2016",118,24,22,3,2,NA,1,1,NA,1,1,NA,2,1,1,NA,NA,16,3,NA,1,1,NA,NA,NA,1,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,295,12,307,"cedar junction","december 2016","prison","116",2017-01-11,2017,633,"18.33"
"200",173,198,"12/18/2019 17:18",567,"mci-cedar-junction-report-12-20-19.docx","mci cedar junction",139,12,10,4,8,2,1,1,2,NA,1,1,NA,2,NA,NA,NA,18,13,NA,2,1,1,NA,NA,3,NA,NA,8,NA,NA,8,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,4,NA,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA,2,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,356,34,390,"cedar junction","","prison","-66",2019-12-18,2019,633,"-10.43"
"201",109,NA,"4/12/2010",NA,"mci-cedar-junction-report-4-12-10_conv.docx","mci cedar junction",99,2,NA,6,26,NA,1,1,NA,3,1,2,6,1,1,NA,NA,75,4,NA,NA,3,8,NA,NA,3,NA,NA,NA,7,NA,NA,NA,NA,3,NA,NA,12,2,1,4,1,NA,NA,20,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,9,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,1,2,NA,5,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,452,79,531,"cedar junction","","prison",NA,2010-04-12,2010,633,NA
"202",297,329,"5/19/2014 13:39",770,"mci-cedar-junction-report-5-14.docx","mci cedar junction",209,2,NA,6,5,NA,1,1,NA,10,1,1,3,1,NA,NA,5,77,7,NA,5,NA,5,NA,NA,5,NA,NA,NA,1,1,1,4,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,547,37,584,"cedar junction","","prison","137",2014-05-19,2014,633,"21.64"
"203",128,134,"5/18/2015 13:16",776,"mci-cedar-junction-report-5-15.docx","mci cedar junction walpole",77,2,NA,3,2,NA,1,1,NA,8,1,NA,NA,1,NA,NA,NA,26,6,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,NA,NA,NA,NA,NA,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,269,14,283,"cedar junction","","prison","143",2015-05-18,2015,633,"22.59"
"204",398,NA,"5/16/2013",792,"mci-cedar-junction-report-5-16_2013_conv.docx","facility inspection  mci cedar junction",101,2,NA,9,11,NA,1,1,NA,5,1,9,2,1,NA,NA,13,189,9,NA,5,2,14,NA,NA,5,NA,NA,2,1,1,1,4,NA,1,NA,NA,19,8,NA,4,NA,NA,NA,8,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,633,88,721,"cedar junction","","prison","159",2013-05-16,2013,633,"25.12"
"205",218,NA,"5/5/2011",777,"mci-cedar-junction-report-5-5-11_conv.docx","mci cedar junction",93,2,NA,5,28,NA,1,1,NA,4,1,8,NA,1,1,NA,NA,133,8,NA,NA,3,7,NA,NA,4,NA,NA,3,1,2,NA,2,NA,1,NA,NA,4,2,NA,4,1,NA,NA,4,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,5,NA,9,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,532,56,588,"cedar junction","","prison","144",2011-05-05,2011,633,"22.75"
"206",39,39,"5/18/2016 15:10",616,"mci-concord-report-05-16.docx","facility inspection  mci concord  may 11 2016",5,2,NA,1,2,NA,1,1,NA,1,1,1,NA,1,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,48,4,52,"mci concord","","prison","2",2016-05-18,2016,614,"0.33"
"207",84,114,"6/15/2017 11:57",704,"mci-concord-report-06-17.docx","facility inspection  mci concord  may 30 31 and june 2 2017",43,16,14,2,20,NA,1,1,NA,5,1,3,NA,1,1,NA,3,16,1,NA,NA,1,1,NA,1,10,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,6,12,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,239,24,263,"mci concord","","prison","90",2017-06-15,2017,614,"14.66"
"208",235,260,"1/13/2015 17:19",1134,"mci-concord-report-12-14.docx","mci concord",107,2,NA,1,12,NA,1,1,NA,3,1,9,NA,1,NA,NA,1,50,NA,NA,4,1,1,NA,1,4,NA,2,NA,NA,2,NA,2,NA,NA,NA,NA,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,11,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,396,33,429,"mci concord","","prison","520",2015-01-13,2015,614,"84.69"
"209",16,10,"12/12/2016 16:12",696,"mci-concord-report-12-16.docx","facility inspection  mci concord  december 2016",54,6,4,3,6,NA,1,1,NA,NA,1,7,NA,1,NA,NA,NA,11,1,NA,NA,NA,NA,NA,3,4,NA,2,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,190,22,212,"mci concord","december 2016","prison","82",2016-12-12,2016,614,"13.36"
"210",63,68,"12/17/2015 18:24",798,"mci-concord-report-12-17-15.docx","mci concord",25,2,NA,1,7,NA,1,1,NA,1,1,3,NA,1,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,114,11,125,"mci concord","","prison","184",2015-12-17,2015,614,"29.97"
"211",159,NA,"4/1/2020 17:01",NA,"mci-concord-report-5-13-10_conv.docx","mci concord ",84,2,NA,7,38,NA,1,1,NA,44,1,13,3,1,NA,NA,9,59,7,NA,13,5,NA,1,5,19,NA,NA,NA,8,4,1,5,NA,1,NA,NA,1,6,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,4,NA,NA,NA,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231,609,94,703,"mci concord","","prison",NA,2020-04-01,2020,614,NA
"212",76,100,"6/12/2015 18:54",1063,"mci-concord-report-6-12-15.docx","mci concord",38,2,NA,1,19,NA,1,1,NA,2,1,10,NA,1,NA,NA,6,22,NA,NA,16,1,1,1,2,NA,NA,2,NA,NA,4,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,198,22,220,"mci concord","","prison","449",2015-06-12,2015,614,"73.13"
"213",238,281,"6/5/2014 16:45",1129,"mci-concord-report-6-14.docx","mci concord",129,2,NA,6,27,NA,1,1,NA,12,1,14,NA,1,NA,NA,10,40,2,NA,9,1,NA,1,NA,11,NA,NA,NA,2,4,NA,3,NA,NA,NA,NA,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,17,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231,553,62,615,"mci concord","","prison","515",2014-06-05,2014,614,"83.88"
"214",243,NA,"6/22/2012",1362,"mci-concord-report-6-2012_conv.docx"," mci concord facility inspection report  06222012",148,2,NA,9,24,NA,1,1,2,13,1,18,NA,1,3,NA,4,77,5,NA,10,7,3,1,2,16,NA,NA,4,1,1,NA,3,NA,3,NA,NA,18,16,2,5,NA,NA,1,3,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,2,NA,NA,1,NA,2,NA,NA,1,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,610,131,741,"mci concord","","prison","748",2012-06-22,2012,614,"121.82"
